CustomerNo,Recency,Frequency,Monetary,Cluster
14434.0,22,6,5179.360000000001,2
14435.0,2,1,12.38,1
14436.0,99,1,1413.42,3
14437.0,366,1,679.56,3
14438.0,295,2,680.8399999999999,3
14439.0,320,1,8118.66,3
14440.0,9,5,7362.74,0
14441.0,1,4,6326.4800000000005,1
14442.0,205,2,6569.88,2
14443.0,54,4,11009.59,2
14446.0,1,4,9221.46,0
14447.0,19,5,6327.98,2
14448.0,10,2,804.9,1
14449.0,19,4,8466.78,2
14450.0,181,3,2928.13,2
14451.0,61,2,4236.05,2
14452.0,11,2,1019.33,1
14453.0,191,2,16461.45,2
14456.0,6,9,28949.64,0
14457.0,311,1,1018.3599999999999,3
14459.0,156,1,9067.619999999999,2
14460.0,111,3,9476.16,2
14461.0,81,5,17520.66,2
14462.0,67,11,11908.74,0
14463.0,99,3,2352.1400000000003,2
14465.0,247,3,5143.47,2
14466.0,30,7,12639.72,0
14467.0,18,4,3462.77,1
14470.0,12,2,2097.9,1
14472.0,104,8,13874.58,2
14473.0,61,3,1366.39,1
14474.0,47,1,1996.3,1
14475.0,72,3,4916.43,2
14476.0,258,1,1573.9199999999998,3
14477.0,20,5,21015.2,0
14479.0,254,2,1523.26,3
14480.0,12,1,883.07,1
14481.0,165,2,5664.59,2
14482.0,19,7,16670.03,0
14483.0,282,1,1134.6599999999999,3
14484.0,51,1,2298.04,3
14485.0,39,1,878.9699999999999,3
14487.0,27,6,8685.27,2
14488.0,68,1,8601.32,2
14489.0,208,1,2690.2599999999998,3
14491.0,176,2,1774.02,3
14492.0,326,1,113.44999999999999,3
14493.0,8,5,12887.71,0
14494.0,26,2,1352.92,1
14495.0,51,3,1204.04,1
14496.0,155,4,3191.35,2
14497.0,310,1,2895.85,3
14498.0,1,6,17455.59,0
14499.0,27,3,5820.83,1
14500.0,89,3,1565.04,3
14501.0,184,2,1907.6,3
14502.0,20,11,17718.99,0
14503.0,4,6,20398.81,0
14504.0,48,4,3846.7400000000002,2
14505.0,18,8,33283.74,0
14506.0,18,6,9553.18,0
14507.0,24,6,7444.219999999999,2
14508.0,23,2,1619.79,1
14511.0,12,7,13011.81,0
14512.0,11,3,10362.33,1
14513.0,101,3,4167.67,2
14514.0,62,4,7149.49,2
14515.0,18,6,12705.41,0
14517.0,34,2,1271.3799999999999,1
14518.0,65,1,3027.32,3
14520.0,2,2,930.04,1
14522.0,25,4,6379.969999999999,2
14523.0,109,1,2820.2200000000003,3
14524.0,32,9,8688.119999999999,0
14525.0,20,9,31919.35,0
14527.0,3,55,26090.68,0
14528.0,38,1,3222.7,1
14529.0,61,3,4196.15,2
14530.0,26,7,17931.72,0
14532.0,237,4,3867.23,2
14533.0,25,7,43069.92,0
14534.0,3,18,23311.07,0
14535.0,61,3,21594.19,2
14536.0,260,2,861.4,3
14537.0,58,2,2026.1,1
14538.0,65,2,1986.42,3
14539.0,16,3,2977.89,1
14540.0,10,3,4560.11,1
14541.0,59,9,9980.36,2
14542.0,186,2,1806.82,3
14543.0,29,16,10598.96,0
14544.0,25,3,18167.05,2
14545.0,207,1,901.83,3
14546.0,6,5,14354.12,0
14547.0,4,8,25946.55,0
14548.0,151,2,3292.16,3
14549.0,312,1,1629.32,3
14550.0,11,2,3620.44,1
14551.0,19,4,23798.21,0
14552.0,152,2,2611.0,3
14553.0,20,6,13206.05,0
14554.0,11,4,15498.68,0
14555.0,58,3,1688.2,1
14557.0,86,1,6035.36,2
14560.0,8,22,14370.68,0
14561.0,76,3,11500.85,2
14562.0,4,18,22293.9,0
14565.0,96,4,18117.08,2
14566.0,111,1,4832.0,3
14567.0,57,2,5790.8,2
14569.0,2,1,496.36,1
14570.0,281,2,1169.82,3
14572.0,4,7,17276.67,0
14573.0,180,9,7222.36,2
14576.0,373,1,159.24,3
14577.0,13,5,7084.59,0
14578.0,4,1,1484.8500000000001,1
14580.0,40,1,2201.7999999999997,1
14581.0,17,1,1342.48,1
14582.0,41,1,864.99,3
14583.0,6,5,8014.5,0
14584.0,170,4,4993.56,2
14585.0,40,2,67937.22,2
14586.0,277,1,4794.0,3
14587.0,19,9,9052.66,0
14589.0,372,1,92.0,3
14591.0,16,4,8962.130000000001,1
14592.0,36,3,4838.15,2
14593.0,22,3,3859.2599999999998,1
14594.0,8,2,2016.96,1
14595.0,20,6,11747.67,0
14597.0,12,2,4302.28,1
14598.0,45,2,5391.09,2
14600.0,306,1,1684.19,3
14601.0,11,2,4955.94,1
14603.0,275,1,4776.0,3
14606.0,2,90,72822.38,0
14607.0,16,12,107942.72,0
14608.0,5,4,5412.57,1
14609.0,73,4,72625.26000000001,2
14614.0,163,1,16523.57,2
14616.0,243,3,1481.92,3
14618.0,10,3,2361.3599999999997,1
14619.0,246,1,1962.04,3
14620.0,206,2,2616.37,3
14621.0,2,5,9385.81,0
14622.0,185,1,1639.26,3
14623.0,33,5,4801.5199999999995,2
14624.0,58,2,1832.4399999999998,1
14625.0,197,2,4290.02,2
14626.0,24,4,15630.369999999999,2
14628.0,92,2,3476.57,2
14629.0,5,2,3846.23,1
14631.0,51,4,13412.39,2
14632.0,263,1,1040.18,3
14633.0,40,2,2096.27,1
14636.0,37,2,2972.36,1
14638.0,51,1,2155.98,3
14639.0,53,6,17725.94,2
14640.0,25,6,11258.62,0
14641.0,22,1,970.14,1
14642.0,59,1,877.76,3
14643.0,171,2,9064.64,2
14644.0,68,2,3495.4,2
14645.0,157,4,10895.68,2
14646.0,2,73,2112282.03,0
14647.0,202,1,1222.87,3
14649.0,5,4,10004.95,0
14650.0,355,1,939.29,3
14651.0,68,2,4196.62,2
14652.0,53,2,3513.27,2
14653.0,2,7,9670.52,0
14655.0,9,5,11411.54,0
14656.0,170,3,2834.86,2
14657.0,18,4,5645.33,1
14658.0,6,2,460.96,1
14659.0,9,9,13524.01,0
14660.0,87,2,2629.48,3
14661.0,27,1,469.35999999999996,1
14662.0,29,4,6900.37,2
14664.0,20,2,5331.01,1
14665.0,61,5,8795.76,2
14666.0,25,1,1773.02,1
14667.0,11,25,58911.95,0
14668.0,80,2,5954.5,2
14669.0,242,3,9208.75,2
14670.0,281,2,3858.0499999999997,3
14672.0,235,2,5437.74,2
14673.0,4,5,10324.539999999999,0
14674.0,253,1,80.68,3
14675.0,17,1,2192.09,1
14676.0,32,6,28237.920000000002,0
14677.0,214,1,1490.59,3
14678.0,362,1,401.49,3
14680.0,26,16,126356.73,0
14681.0,72,4,1784.72,2
14682.0,188,2,873.5999999999999,3
14683.0,162,1,839.99,3
14684.0,26,6,11131.869999999999,0
14687.0,107,1,5461.24,3
14688.0,8,21,39668.7,0
14689.0,209,1,858.68,3
14690.0,45,2,2123.27,1
14691.0,31,5,8869.15,2
14692.0,138,4,3322.16,2
14693.0,265,1,525.72,3
14694.0,10,1,3509.6200000000003,1
14696.0,5,7,17629.03,0
14697.0,219,2,2048.58,3
14698.0,2,5,6700.83,0
14699.0,215,1,901.01,3
14700.0,33,4,15497.57,2
14701.0,11,9,10470.91,0
14702.0,2,17,17333.93,0
14703.0,15,1,1166.3700000000001,1
14704.0,20,8,20011.83,0
14705.0,199,1,604.0,3
14708.0,3,3,6227.33,1
14709.0,16,13,20266.920000000002,0
14710.0,15,4,4258.47,1
14711.0,11,11,12315.08,0
14712.0,30,3,4168.5199999999995,1
14713.0,10,11,17173.74,0
14714.0,25,1,2511.35,1
14715.0,25,4,6204.03,2
14716.0,44,2,6502.59,2
14718.0,354,1,3678.5299999999997,3
14719.0,2,6,13628.77,0
14720.0,6,3,2363.45,1
14722.0,148,2,5899.08,2
14723.0,11,7,7260.61,0
14725.0,25,1,6814.72,1
14727.0,275,1,910.72,3
14729.0,374,1,2251.42,3
14730.0,2,9,12557.289999999999,0
14731.0,48,3,2959.71,2
14732.0,9,8,15954.33,0
14733.0,17,12,47466.75,0
14735.0,4,31,24485.89,0
14737.0,4,4,8004.79,1
14738.0,43,8,10949.65,0
14739.0,5,8,58681.04,0
14740.0,198,3,9017.1,2
14741.0,12,6,9267.58,0
14744.0,17,7,4801.26,0
14745.0,113,5,10737.89,2
14747.0,250,1,1197.23,3
14748.0,29,6,26851.64,0
14751.0,10,2,928.72,1
14752.0,44,1,3064.96,1
14753.0,88,1,2313.07,3
14754.0,45,3,12346.15,2
14755.0,10,13,25430.97,0
14756.0,16,2,3066.0,1
14757.0,46,2,1997.46,1
14758.0,145,4,5815.34,2
14759.0,5,3,5406.51,1
14760.0,298,1,501.36,3
14761.0,59,2,1471.7,3
14762.0,264,1,3624.2599999999998,3
14764.0,47,1,2232.72,1
14765.0,30,3,1644.08,1
14766.0,9,6,15056.72,0
14768.0,18,3,2504.35,1
14769.0,3,8,85049.39,0
14770.0,233,3,6797.97,2
14771.0,290,1,1085.04,3
14772.0,113,1,983.3199999999999,3
14773.0,143,1,10429.4,2
14774.0,159,1,10258.6,2
14775.0,59,3,13070.64,2
14776.0,52,11,34723.1,0
14777.0,142,1,778.64,3
14778.0,128,2,3691.54,2
14779.0,281,3,1256.67,3
14780.0,55,3,3442.3,2
14782.0,320,1,1373.3799999999999,3
14784.0,27,2,2726.44,1
14785.0,11,2,537.36,1
14788.0,8,2,3757.48,1
14789.0,29,1,1391.6,1
14790.0,17,4,6867.64,1
14792.0,64,1,26.86,3
14793.0,22,1,1042.78,1
14794.0,3,7,6267.63,0
14795.0,167,1,309.01,3
14796.0,2,17,67479.65,0
14798.0,53,3,1715.3999999999999,1
14799.0,52,1,1658.42,3
14800.0,48,13,41273.59,0
14801.0,62,1,1991.72,3
14803.0,163,3,4658.68,2
14804.0,9,1,747.79,1
14805.0,16,4,1462.58,1
14806.0,76,1,3580.5,3
14808.0,40,8,25265.04,0
14810.0,41,12,9799.74,0
14813.0,179,3,5631.97,2
14815.0,37,2,8423.62,2
14816.0,198,1,1242.15,3
14817.0,151,3,15140.66,2
14818.0,74,4,10564.99,2
14819.0,65,2,1346.98,3
14820.0,22,5,3133.4,1
14821.0,178,2,813.62,3
14823.0,181,3,1231.37,3
14824.0,11,4,4354.1,1
14825.0,4,14,15790.69,0
14828.0,197,3,24460.7,2
14829.0,30,4,5162.87,2
14830.0,54,1,1799.1299999999999,3
14834.0,18,6,8455.36,0
14836.0,11,2,469.25,1
14837.0,90,4,16113.58,2
14839.0,367,1,105.44,3
14840.0,24,2,18594.28,2
14841.0,54,6,19911.74,2
14842.0,44,4,14634.68,2
14844.0,64,4,18847.99,2
14847.0,94,3,11491.38,2
14849.0,22,26,64599.979999999996,0
14850.0,312,1,3336.67,3
14851.0,24,2,3855.07,1
14852.0,59,6,20390.02,2
14853.0,25,2,1328.0,1
14854.0,79,7,21546.079999999998,2
14855.0,120,2,3099.92,3
14856.0,37,3,8359.18,2
14857.0,60,4,17229.45,2
14859.0,13,4,6047.46,1
14860.0,20,1,2552.6,1
14861.0,53,1,1328.16,3
14862.0,26,2,8594.92,1
14863.0,30,1,1626.48,1
14865.0,8,2,1108.8,1
14866.0,11,13,82481.14,0
14867.0,186,3,4089.62,2
14868.0,4,8,15651.9,0
14869.0,9,2,5187.13,1
14870.0,262,1,1555.06,3
14871.0,4,4,1933.01,1
14873.0,211,1,2254.56,3
14875.0,108,2,7158.62,2
14877.0,361,1,34630.67,2
14878.0,13,10,10544.98,0
14880.0,78,3,4521.139999999999,2
14881.0,20,1,3500.6,1
14882.0,27,2,2223.56,1
14883.0,19,8,11107.789999999999,0
14885.0,132,1,8205.32,2
14886.0,253,1,1775.06,3
14887.0,80,1,7139.0,2
14888.0,208,1,1659.82,3
14889.0,337,1,1001.88,3
14890.0,254,1,651.48,3
14891.0,149,2,5141.04,2
14893.0,10,2,5159.59,1
14894.0,86,1,3388.12,3
14895.0,8,20,57562.84,0
14896.0,205,2,3340.21,3
14897.0,8,5,11719.289999999999,0
14898.0,24,7,11680.8,0
14901.0,12,9,7671.089999999999,0
14902.0,26,1,2513.54,1
14903.0,22,5,18548.6,0
14904.0,3,2,15133.16,1
14905.0,158,2,3510.66,3
14907.0,4,8,18872.61,0
14908.0,75,1,1637.56,3
14910.0,3,4,2348.79,1
14911.0,2,198,914633.52,0
14912.0,17,2,8311.52,1
14913.0,36,4,18999.28,2
14915.0,92,2,1463.04,3
14916.0,71,4,11963.3,2
14918.0,116,2,8568.52,2
14920.0,213,3,6117.34,2
14921.0,31,2,11116.029999999999,2
14922.0,299,1,21.17,3
14923.0,51,1,5052.08,1
14924.0,246,1,973.75,3
14929.0,33,1,1623.34,1
14930.0,29,4,29228.25,2
14931.0,5,5,4651.5,1
14932.0,178,2,7029.78,2
14934.0,82,2,12199.35,2
14935.0,298,1,11415.0,2
14936.0,34,9,49642.07,0
14937.0,57,3,6622.44,2
14938.0,141,2,9724.289999999999,2
14944.0,30,12,34897.01,0
14946.0,15,1,159.28,1
14947.0,73,2,2106.98,3
14948.0,24,6,8026.57,2
14949.0,267,1,269.8,3
14950.0,20,1,1774.34,1
14951.0,80,1,3507.16,3
14952.0,60,11,42627.909999999996,0
14953.0,26,1,2559.75,1
14954.0,13,1,858.3100000000001,1
14955.0,352,1,2369.1,3
14957.0,254,1,408.41,3
14958.0,148,3,1834.34,3
14959.0,65,4,5776.139999999999,2
14960.0,9,2,1477.7900000000002,1
14961.0,11,9,40760.5,0
14962.0,271,1,580.91,3
14963.0,10,5,11992.03,0
14964.0,248,2,6692.19,2
14965.0,97,2,4243.85,2
14966.0,15,1,1157.53,1
14967.0,50,2,5937.01,2
14968.0,31,1,1415.8700000000001,1
14970.0,69,4,4161.9800000000005,2
14971.0,36,3,7745.3,2
14972.0,129,1,404.63,3
14973.0,108,4,5513.21,2
14974.0,38,1,555.79,3
14975.0,58,1,4181.71,1
14976.0,58,6,3172.19,2
14977.0,332,1,17386.09,2
14978.0,73,5,7259.61,2
14979.0,352,1,84.5,3
14981.0,247,1,919.9,3
14982.0,372,1,29038.07,2
14984.0,20,2,833.53,1
14985.0,199,2,2931.91,3
14986.0,352,1,87.36,3
14987.0,16,2,1219.2,1
14988.0,212,1,1776.07,3
14991.0,352,1,265.15999999999997,3
14993.0,141,1,82.08,3
14995.0,39,3,7022.3,2
14997.0,47,5,18413.82,2
14998.0,171,3,4453.11,2
14999.0,141,1,535.55,3
15000.0,48,1,2737.0099999999998,1
15002.0,116,4,10085.52,2
15004.0,148,1,7723.98,2
15005.0,16,28,46073.44,0
15006.0,52,2,3635.62,2
15007.0,160,2,4961.87,2
15009.0,13,3,6796.28,1
15010.0,36,2,3319.42,1
15012.0,54,2,2782.91,1
15014.0,44,2,1808.1,1
15016.0,173,1,953.31,3
15017.0,34,1,774.4,1
15018.0,39,4,2501.96,1
15019.0,267,1,1871.92,3
15021.0,9,10,9914.9,0
15022.0,12,4,5556.75,1
15023.0,4,11,34039.55,0
15024.0,10,10,10209.76,0
15025.0,34,1,2305.31,1
15026.0,81,3,2775.93,2
15027.0,31,5,6730.349999999999,2
15028.0,9,4,4978.06,1
15030.0,72,2,4344.84,2
15031.0,5,4,4446.55,1
15032.0,257,3,21334.49,2
15033.0,5,10,19022.56,0
15034.0,16,8,27696.3,0
15035.0,90,1,2769.86,3
15036.0,73,3,3755.59,2
15038.0,59,6,2947.2,2
15039.0,10,47,100664.72,0
15040.0,249,1,63.900000000000006,3
15041.0,158,2,1520.43,3
15042.0,200,1,446.76,3
15043.0,32,1,2416.0,1
15044.0,20,17,36061.35,0
15045.0,152,2,1922.48,3
15046.0,10,15,39660.909999999996,0
15047.0,270,1,2627.74,3
15048.0,66,4,2380.34,2
15049.0,274,1,769.79,3
15050.0,26,3,14339.0,2
15051.0,24,3,11336.14,2
15052.0,320,1,1061.6,3
15053.0,5,3,8200.88,1
15054.0,13,2,1843.62,1
15057.0,276,2,8372.9,2
15058.0,26,11,12751.17,0
15059.0,41,9,7561.23,0
15060.0,9,4,1734.68,1
15061.0,4,48,333977.12,0
15062.0,72,4,7908.92,2
15063.0,214,1,954.02,3
15065.0,18,5,35954.43,0
15066.0,54,1,4165.02,1
15067.0,79,3,11325.12,2
15068.0,47,2,4297.8,2
15069.0,180,1,6345.02,3
15070.0,373,1,477.71999999999997,3
15071.0,94,2,3763.64,2
15073.0,10,3,5659.44,1
15074.0,106,1,5127.5199999999995,3
15075.0,78,1,5373.61,2
15076.0,101,2,6767.5,2
15078.0,8,32,44586.91,0
15079.0,213,4,4546.69,2
15081.0,23,6,3777.25,1
15083.0,257,1,480.02,3
15085.0,298,1,15.84,3
15087.0,64,3,22398.65,2
15088.0,22,3,6020.17,1
15089.0,11,6,15587.539999999999,0
15090.0,309,1,2463.18,3
15091.0,68,1,3977.04,3
15092.0,216,2,1852.82,3
15093.0,19,7,47088.95,0
15095.0,104,4,12464.1,2
15096.0,43,1,1454.75,1
15097.0,5,1,1048.88,1
15098.0,183,3,1812.85,3
15099.0,85,1,3936.25,3
15100.0,334,3,1717.6,3
15101.0,9,2,1910.97,1
15103.0,32,2,4092.73,1
15104.0,197,3,19488.81,2
15105.0,19,7,14768.039999999999,0
15106.0,18,5,12643.539999999999,0
15107.0,312,6,2069.78,2
15108.0,142,3,6210.23,2
15109.0,246,2,1894.79,3
15110.0,24,4,3541.96,1
15111.0,30,3,8883.16,2
15112.0,177,1,8401.53,2
15113.0,10,3,22924.45,0
15114.0,31,10,34318.34,0
15115.0,19,1,1957.74,1
15116.0,18,4,8027.57,1
15117.0,15,5,17424.99,0
15118.0,135,2,15016.33,2
15119.0,246,1,1174.91,3
15120.0,134,1,3401.84,3
15121.0,51,2,2508.64,1
15122.0,115,3,8586.14,2
15123.0,8,2,10496.86,1
15124.0,23,2,2577.63,1
15125.0,26,15,65083.36,0
15127.0,66,1,2989.12,3
15128.0,61,4,15272.4,2
15129.0,51,12,22453.809999999998,0
15130.0,170,1,2357.44,3
15132.0,19,5,7841.94,2
15133.0,128,3,7976.7,2
15134.0,15,8,10074.29,0
15135.0,240,1,583.21,3
15136.0,3,4,7528.04,1
15137.0,44,1,4694.5199999999995,1
15138.0,32,1,10110.26,1
15139.0,240,2,2315.0,3
15140.0,53,8,18556.36,0
15142.0,47,1,4058.58,1
15143.0,226,1,1803.19,3
15144.0,9,17,33408.08,0
15145.0,5,4,8224.89,1
15146.0,165,2,16458.25,2
15147.0,241,1,4390.16,3
15148.0,11,1,1253.17,1
15149.0,134,1,1845.58,3
15150.0,18,10,41899.8,0
15152.0,10,13,29483.43,0
15153.0,32,1,2366.92,1
15154.0,76,1,1363.73,3
15156.0,2,3,5097.0599999999995,1
15157.0,4,3,24102.21,0
15158.0,46,1,2136.06,1
15159.0,2,30,129213.38,0
15160.0,358,1,1023.0,3
15162.0,157,1,8060.65,2
15163.0,19,2,2218.58,1
15164.0,69,4,13413.58,2
15165.0,374,1,2139.85,3
15167.0,321,1,847.64,3
15168.0,26,1,642.3199999999999,1
15171.0,332,1,4293.9,3
15172.0,9,5,15752.32,0
15174.0,323,1,1506.16,3
15175.0,72,1,4882.96,2
15177.0,32,1,13012.02,2
15178.0,261,1,287.79999999999995,3
15179.0,19,5,21818.1,0
15180.0,368,1,458.7,3
15181.0,67,3,6283.24,2
15182.0,155,2,2861.24,3
15184.0,30,3,10775.8,2
15185.0,71,1,7143.72,2
15186.0,15,3,7480.56,1
15187.0,2,15,19566.24,0
15188.0,184,1,2347.6800000000003,3
15189.0,2,41,74866.47,0
15192.0,120,3,10480.82,2
15193.0,61,1,1987.92,3
15194.0,4,15,61262.55,0
15195.0,3,1,8690.76,1
15197.0,11,3,4634.17,1
15198.0,93,2,1428.3999999999999,3
15199.0,60,4,5358.4400000000005,2
15201.0,88,5,13544.619999999999,2
15203.0,26,7,17326.65,0
15204.0,358,1,2909.1,3
15205.0,86,2,4422.57,2
15206.0,11,4,1610.46,1
15207.0,239,1,1044.45,3
15208.0,2,6,5413.25,0
15210.0,226,1,2676.4700000000003,3
15211.0,61,3,4158.78,2
15212.0,242,1,473.32,3
15213.0,319,2,2761.62,3
15214.0,2,8,13178.1,0
15215.0,47,4,4921.51,2
15216.0,88,1,266.59999999999997,3
15217.0,75,2,129.25,3
15218.0,11,12,38171.06,0
15219.0,177,2,825.8199999999999,3
15220.0,52,7,16415.77,2
15221.0,92,2,7003.139999999999,2
15222.0,319,1,4523.6,3
15223.0,226,3,2980.65,2
15224.0,359,2,1888.1599999999999,3
15225.0,235,1,2736.22,3
15226.0,311,1,885.92,3
15227.0,37,5,8937.34,2
15228.0,67,4,26583.52,2
15229.0,176,2,7507.099999999999,2
15230.0,240,3,4217.35,2
15232.0,114,2,7534.719999999999,2
15234.0,277,1,2149.38,3
15235.0,218,12,15754.35,2
15236.0,299,1,3086.24,3
15237.0,2,5,12151.18,0
15238.0,30,4,8385.61,2
15239.0,11,2,5695.99,1
15240.0,45,5,15602.25,2
15241.0,67,8,20168.3,2
15243.0,75,2,2326.7599999999998,3
15244.0,66,2,4742.46,2
15245.0,135,3,19894.14,2
15246.0,239,2,2998.76,3
15247.0,123,1,2004.7199999999998,3
15249.0,32,13,39734.4,0
15250.0,192,1,30.970000000000002,3
15251.0,10,11,70145.45,0
15252.0,37,2,6109.23,2
15253.0,17,6,8574.07,0
15254.0,128,1,2940.7400000000002,3
15255.0,67,1,5924.73,2
15256.0,149,1,604.85,3
15257.0,284,1,796.53,3
15258.0,169,2,2093.98,3
15260.0,101,7,10746.69,2
15261.0,136,1,3028.6,3
15262.0,324,1,931.56,3
15263.0,107,2,1116.5,3
15264.0,65,1,3057.85,3
15265.0,152,2,7816.08,2
15266.0,339,1,306.77,3
15267.0,23,6,11728.18,0
15269.0,24,1,685.44,1
15270.0,16,7,15379.19,0
15271.0,8,15,14713.71,0
15272.0,58,2,3901.15,2
15274.0,5,2,5812.22,1
15275.0,38,1,5672.74,1
15276.0,67,1,782.67,3
15277.0,47,1,2363.52,1
15278.0,192,1,4638.9,3
15279.0,355,1,2235.12,3
15280.0,173,1,1694.23,3
15281.0,59,9,14557.6,0
15286.0,50,1,810.31,3
15287.0,23,2,4877.45,1
15288.0,44,5,10063.92,2
15289.0,30,3,11295.24,2
15290.0,5,18,48622.76,0
15291.0,26,15,27347.52,0
15292.0,202,1,670.41,3
15296.0,51,7,21869.99,2
15297.0,11,4,7259.97,1
15298.0,3,12,32596.3,0
15299.0,68,6,34203.270000000004,2
15300.0,65,1,3382.2599999999998,3
15301.0,51,12,33082.71,0
15303.0,291,1,3070.27,3
15304.0,61,8,1777.54,2
15306.0,65,4,14416.4,2
15307.0,96,1,589.59,3
15308.0,275,1,2112.0,3
15311.0,1,91,392033.08999999997,0
15312.0,76,4,6236.099999999999,2
15313.0,43,2,254.39,3
15314.0,200,2,3556.65,3
15315.0,65,2,9419.7,2
15316.0,327,1,597.0,3
15317.0,284,1,1104.71,3
15318.0,4,1,4119.78,1
15319.0,165,2,2621.93,3
15320.0,45,1,3615.85,1
15321.0,71,3,14742.11,2
15322.0,86,1,4960.46,3
15323.0,191,3,4832.17,2
15325.0,104,1,2544.18,3
15326.0,191,2,4912.97,2
15327.0,53,1,1403.22,3
15329.0,26,4,22564.44,2
15330.0,33,2,14182.56,2
15332.0,367,4,8188.08,2
15333.0,209,1,4578.96,3
15334.0,157,3,3149.11,2
15335.0,54,1,991.99,3
15337.0,165,1,60.62,3
15339.0,67,3,7522.41,2
15341.0,81,1,9183.32,2
15342.0,130,1,3316.75,3
15343.0,88,1,1234.52,3
15344.0,1,4,11919.04,0
15345.0,46,1,1233.46,3
15346.0,99,2,1812.98,3
15347.0,367,1,1538.9199999999998,3
15348.0,73,1,957.36,3
15349.0,159,2,3837.24,2
15350.0,374,1,641.1600000000001,3
15351.0,13,7,8689.6,0
15353.0,255,2,4311.66,3
15355.0,30,2,630.8100000000001,1
15356.0,32,10,18245.65,0
15358.0,5,22,77004.69,0
15360.0,40,1,2724.32,1
15361.0,11,2,3904.49,1
15363.0,373,1,1750.14,3
15364.0,96,3,6181.92,2
15365.0,26,7,12625.24,0
15366.0,76,2,6982.33,2
15367.0,58,4,12283.48,2
15368.0,22,1,2814.7000000000003,1
15370.0,41,7,10829.86,2
15372.0,68,2,37907.99,2
15373.0,9,11,7025.1,0
15374.0,68,2,9066.039999999999,2
15375.0,338,1,23.32,3
15376.0,41,3,7578.37,2
15379.0,170,7,26026.35,2
15380.0,9,5,4996.42,1
15381.0,214,2,2364.69,3
15382.0,15,6,40748.55,0
15384.0,170,3,6684.13,2
15385.0,41,1,1974.78,1
15386.0,187,1,4975.66,3
15387.0,317,1,61.34,3
15388.0,271,1,1046.04,3
15389.0,173,2,8446.8,2
15392.0,5,4,13495.12,0
15393.0,17,2,1496.12,1
15394.0,10,4,8628.16,1
15395.0,326,1,284.37,3
15396.0,113,1,1545.82,3
15397.0,290,1,301.35,3
15398.0,17,2,6611.06,1
15399.0,2,4,6887.04,1
15400.0,93,6,4437.12,2
15402.0,149,2,7747.15,2
15405.0,190,1,2336.32,3
15406.0,32,2,2853.31,1
15407.0,34,4,6765.83,2
15408.0,265,1,1360.31,3
15410.0,85,8,15836.22,2
15411.0,27,4,6677.96,2
15412.0,172,1,1302.18,3
15414.0,10,3,4182.88,1
15415.0,314,1,6323.76,3
15416.0,65,4,25011.6,2
15417.0,86,2,8807.72,2
15419.0,25,1,2496.96,1
15420.0,128,1,6723.7699999999995,2
15421.0,59,4,5358.08,2
15422.0,324,2,489.56,3
15423.0,39,1,1062.0,1
15424.0,255,3,18217.88,2
15426.0,20,5,8391.39,2
15427.0,34,3,11890.55,2
15428.0,16,1,631.38,1
15429.0,27,2,4302.57,1
15431.0,2,1,86.66000000000001,1
15432.0,24,1,841.53,1
15433.0,145,3,12660.61,2
15434.0,9,6,21948.78,0
15435.0,23,1,706.41,1
15436.0,13,3,6627.72,1
15437.0,263,1,1008.6999999999999,3
15438.0,132,1,765.22,3
15439.0,2,1,11119.980000000001,1
15440.0,55,3,2375.15,2
15442.0,249,1,1838.4,3
15443.0,2,7,16842.32,0
15444.0,10,2,6052.1,1
15445.0,265,1,710.76,3
15447.0,331,1,1030.28,3
15448.0,305,2,10704.57,2
15449.0,27,3,9140.09,2
15450.0,31,2,5580.77,1
15452.0,30,3,3392.81,1
15453.0,2,7,9692.66,0
15454.0,363,1,1064.92,3
15455.0,97,1,690.3,3
15456.0,284,3,7200.21,2
15457.0,263,1,1500.35,3
15458.0,26,1,1764.6,1
15460.0,355,1,1327.16,3
15462.0,95,3,2003.2399999999998,2
15463.0,30,1,1215.5,1
15464.0,339,1,4626.24,3
15465.0,20,18,20419.63,0
15466.0,86,1,2864.19,3
15467.0,10,3,3348.4,1
15468.0,52,2,2067.71,1
15469.0,51,2,2058.17,1
15470.0,61,1,48.519999999999996,3
15471.0,3,1,1640.16,1
15472.0,114,1,2903.89,3
15473.0,15,7,7633.759999999999,0
15474.0,236,2,6661.17,2
15475.0,78,2,53161.909999999996,2
15478.0,41,2,6766.98,2
15480.0,117,2,4808.78,2
15481.0,356,1,114.47999999999999,3
15482.0,16,11,50403.34,0
15483.0,162,4,3262.95,2
15484.0,2,4,31117.43,0
15485.0,31,3,15631.58,2
15488.0,93,1,816.48,3
15489.0,23,3,7393.839999999999,1
15491.0,96,6,20021.84,2
15492.0,1,3,18230.28,0
15493.0,33,6,8937.0,2
15494.0,22,2,13098.56,2
15497.0,18,3,8779.07,1
15498.0,3,27,70473.34,0
15500.0,9,4,6023.38,1
15501.0,155,1,132.81,3
15502.0,16,11,49213.67,0
15503.0,363,1,909.1999999999999,3
15504.0,82,1,392.37,3
15505.0,53,5,28199.98,2
15506.0,23,3,8947.88,2
15507.0,172,1,2152.8,3
15508.0,190,7,11234.68,2
15509.0,136,1,62.36,3
15510.0,331,1,1321.24,3
15511.0,12,5,3340.61,1
15512.0,156,2,820.9399999999999,3
15513.0,34,19,73038.72,0
15514.0,13,11,24231.309999999998,0
